timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1690055364849,43,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3048,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,43,0,0
1690055364893,43,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,43,0,0
1690055364937,42,GET Activity,200,OK,EnduranceTest 1-1,text,true,,288,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/7,42,0,0
1690055364979,40,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/7,40,0,0
1690055365020,39,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/7,39,0,0
1690055365059,43,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3048,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,43,0,0
1690055365102,46,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,46,0,0
1690055365148,40,GET Activity,200,OK,EnduranceTest 1-1,text,true,,287,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/8,40,0,0
1690055365188,42,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/8,41,0,0
1690055365231,43,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/8,43,0,0
1690055365274,43,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3045,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,43,0,0
1690055365317,45,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,45,0,0
1690055365362,42,GET Activity,200,OK,EnduranceTest 1-1,text,true,,288,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/9,42,0,0
1690055365405,41,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/9,41,0,0
1690055365447,40,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/9,40,0,0
1690055365487,43,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3048,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,42,0,0
1690055365530,44,POST Activity,200,OK,EnduranceTest 1-1,text,true,,275,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,44,0,0
1690055365575,45,GET Activity,200,OK,EnduranceTest 1-1,text,true,,289,209,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/10,45,0,0
1690055365620,41,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,275,332,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/10,41,0,0
1690055365661,45,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,231,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/10,45,0,0
1690055365707,45,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3047,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,45,0,0
1690055365752,42,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,42,0,0
1690055365794,41,GET Activity,200,OK,EnduranceTest 1-1,text,true,,288,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/1,41,0,0
1690055365835,44,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/1,44,0,0
1690055365880,45,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/1,45,0,0
1690055365926,43,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3048,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,43,0,0
1690055365970,63,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,63,0,0
1690055366035,42,GET Activity,200,OK,EnduranceTest 1-1,text,true,,287,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/2,42,0,0
1690055366078,47,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/2,47,0,0
1690055366126,41,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/2,41,0,0
1690055366167,44,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3044,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,43,0,0
1690055366211,42,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,42,0,0
1690055366254,41,GET Activity,200,OK,EnduranceTest 1-1,text,true,,288,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/3,40,0,0
1690055366295,42,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/3,42,0,0
1690055366338,47,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/3,47,0,0
1690055366386,43,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3048,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,43,0,0
1690055366430,42,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,42,0,0
1690055366473,42,GET Activity,200,OK,EnduranceTest 1-1,text,true,,287,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/4,41,0,0
1690055366515,42,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/4,42,0,0
1690055366558,40,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/4,40,0,0
1690055366599,46,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3048,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,45,0,0
1690055366645,42,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,41,0,0
1690055366687,41,GET Activity,200,OK,EnduranceTest 1-1,text,true,,288,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/5,41,0,0
1690055366728,42,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/5,42,0,0
1690055366770,42,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/5,42,0,0
1690055366812,45,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3049,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,44,0,0
1690055366857,49,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,44,0,0
1690055366907,39,GET Activity,200,OK,EnduranceTest 1-1,text,true,,287,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/6,39,0,0
1690055366947,43,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/6,43,0,0
1690055366990,48,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/6,48,0,0
1690055367041,52,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3048,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,51,0,0
1690055367093,49,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,47,0,0
1690055367142,43,GET Activity,200,OK,EnduranceTest 1-1,text,true,,288,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/7,43,0,0
1690055367186,42,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/7,42,0,0
1690055367229,43,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/7,43,0,0
1690055367273,46,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3046,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,45,0,0
1690055367319,46,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,45,0,0
1690055367365,43,GET Activity,200,OK,EnduranceTest 1-1,text,true,,287,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/8,43,0,0
1690055367409,41,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/8,41,0,0
1690055367450,44,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/8,44,0,0
1690055367494,79,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3048,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,79,0,0
1690055367573,42,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,42,0,0
1690055367615,42,GET Activity,200,OK,EnduranceTest 1-1,text,true,,288,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/9,42,0,0
1690055367658,41,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/9,41,0,0
1690055367700,41,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/9,41,0,0
1690055367742,41,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3048,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,41,0,0
1690055367783,41,POST Activity,200,OK,EnduranceTest 1-1,text,true,,275,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,41,0,0
1690055367824,40,GET Activity,200,OK,EnduranceTest 1-1,text,true,,289,209,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/10,40,0,0
1690055367864,43,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,275,332,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/10,42,0,0
1690055367907,39,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,231,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/10,39,0,0
1690055367946,42,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3047,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,42,0,0
1690055367988,41,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,40,0,0
1690055368029,41,GET Activity,200,OK,EnduranceTest 1-1,text,true,,288,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/1,41,0,0
1690055368071,40,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/1,40,0,0
1690055368111,40,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/1,40,0,0
1690055368152,52,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3047,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,52,0,0
1690055368204,42,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,42,0,0
1690055368246,41,GET Activity,200,OK,EnduranceTest 1-1,text,true,,287,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/2,41,0,0
1690055368287,58,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/2,43,0,0
1690055368346,47,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/2,47,0,0
1690055368394,45,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3047,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,45,0,0
1690055368440,44,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,44,0,0
1690055368484,51,GET Activity,200,OK,EnduranceTest 1-1,text,true,,288,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/3,51,0,0
1690055368535,48,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/3,48,0,0
1690055368583,70,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/3,70,0,0
1690055368653,46,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3046,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,43,0,0
1690055368700,41,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,41,0,0
1690055368742,45,GET Activity,200,OK,EnduranceTest 1-1,text,true,,287,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/4,44,0,0
1690055368788,42,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/4,41,0,0
1690055368831,42,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/4,42,0,0
1690055368874,46,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3047,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,46,0,0
1690055368920,43,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,42,0,0
1690055368963,42,GET Activity,200,OK,EnduranceTest 1-1,text,true,,288,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/5,42,0,0
1690055369006,43,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/5,42,0,0
1690055369064,41,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/5,41,0,0
1690055369106,43,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3047,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,43,0,0
1690055369150,41,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,40,0,0
1690055369192,41,GET Activity,200,OK,EnduranceTest 1-1,text,true,,287,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/6,41,0,0
1690055369234,42,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/6,42,0,0
1690055369277,42,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/6,42,0,0
1690055369319,42,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3044,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,42,0,0
1690055369361,41,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,41,0,0
1690055369402,55,GET Activity,200,OK,EnduranceTest 1-1,text,true,,288,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/7,55,0,0
1690055369457,47,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/7,43,0,0
1690055369505,40,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/7,40,0,0
1690055369545,42,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3048,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,42,0,0
1690055369588,40,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,40,0,0
1690055369628,42,GET Activity,200,OK,EnduranceTest 1-1,text,true,,287,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/8,41,0,0
1690055369670,42,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/8,41,0,0
1690055369712,40,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/8,40,0,0
1690055369752,48,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3046,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,43,0,0
1690055369801,42,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,42,0,0
1690055369843,39,GET Activity,200,OK,EnduranceTest 1-1,text,true,,288,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/9,39,0,0
1690055369882,43,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/9,43,0,0
1690055369926,39,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/9,39,0,0
1690055369965,59,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3044,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,53,0,0
1690055370024,46,POST Activity,200,OK,EnduranceTest 1-1,text,true,,275,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,46,0,0
1690055370070,43,GET Activity,200,OK,EnduranceTest 1-1,text,true,,289,209,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/10,42,0,0
1690055370113,41,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,275,332,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/10,41,0,0
1690055370154,41,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,231,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/10,41,0,0
1690055370197,43,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3047,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,43,0,0
1690055370241,46,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,46,0,0
1690055370288,46,GET Activity,200,OK,EnduranceTest 1-1,text,true,,288,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/1,46,0,0
1690055370334,43,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/1,43,0,0
1690055370378,43,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/1,43,0,0
1690055370421,42,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3048,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,42,0,0
1690055370463,43,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,43,0,0
1690055370506,43,GET Activity,200,OK,EnduranceTest 1-1,text,true,,287,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/2,43,0,0
1690055370549,44,PUT Activity,200,OK,EnduranceTest 1-1,text,true,,274,330,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/2,44,0,0
1690055370594,44,DELETE Activity,200,OK,EnduranceTest 1-1,,true,,121,230,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/2,44,0,0
1690055370638,50,GET All Activities,200,OK,EnduranceTest 1-1,text,true,,3046,206,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,50,0,0
1690055370689,46,POST Activity,200,OK,EnduranceTest 1-1,text,true,,274,329,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities,46,0,0
1690055370737,60,GET Activity,200,OK,EnduranceTest 1-1,text,true,,287,208,1,1,https://fakerestapi.azurewebsites.net/api/v1/Activities/3,60,0,0
